gene1,gene2,gene3,gene4,gene5,f1
0.41916039119172543,0.07790583992893109,1.5440995300768524e-05,0.2851055952615534,0.4343284159690688,0.3511850470626782
0.4188931849636834,0.07795247829681283,1.5607148103798304e-05,0.2851065127080413,0.4390713676077507,0.3511850470626782
0.4185991598452392,0.07794374179165724,1.490839659240507e-05,0.2851051908759229,0.44540001039725075,0.3511850470626782
0.41633882086607926,0.07793679539058206,1.5538252187478642e-05,0.3789640901936364,0.38144682070954283,0.35145222445738933
0.41633882086607926,0.07793679539058206,1.5538252187478642e-05,0.3789640901936364,0.38144682070954283,0.35145222445738933
0.4191723288084473,0.07794773010440335,1.6460915889717856e-05,0.28510558317350687,0.4417324577439171,0.3511850470626782
0.4194438061407993,0.08912732121502676,1.6237568330835553e-05,0.28510626779166987,0.43965231085986956,0.3511850470626782
0.419082366324958,0.0896580608770208,1.496646740283745e-05,0.2851063008715514,0.4493188033143551,0.3511850470626782
0.41904655288100756,0.0908875170593742,1.613561746213804e-05,0.28510565273294114,0.43585977157206235,0.3511850470626782
0.41905024609336805,0.08661164933252176,1.6138871444806965e-05,0.2851056294234862,0.43586110728421357,0.3511850470626782
0.4185471364261012,0.08965940604401965,1.5113383183438942e-05,0.28510564580865566,0.4492724507503604,0.3511850470626782
0.4192325035845326,0.08933245037341075,1.5601141203647874e-05,0.28510605648945514,0.44197305599548997,0.3511850470626782
0.41905585440221166,0.08655931909903014,1.6088993410205387e-05,0.28510581827177595,0.4359489109932968,0.3511850470626782
0.4190987279103198,0.08775888303771337,1.2323459443971004e-05,0.2851059930329649,0.4320869545032114,0.3511850470626782
0.41908170753712604,0.08743399303277016,1.6457395527011037e-05,0.2851060739552083,0.4387402456138799,0.3511850470626782
0.4191114890597522,0.06050620273373658,1.3990563721856667e-05,0.285105951473378,0.4386525292587903,0.3511850470626782
0.41907035867451947,0.0787124829946679,1.4720562559244385e-05,0.285106023925489,0.4470271689822751,0.3511850470626782
0.4190737198081496,0.08617174100993973,1.7814949456590395e-05,0.28510579865741326,0.44003246824928854,0.3511850470626782
0.4020568057602381,0.0889492684140023,2.5327021980743035e-06,0.2851057845776273,0.4349741328215515,0.35128542561736537
0.41909708772767623,0.08579105193508499,1.587874615942517e-05,0.28510586857354614,0.4373414841679132,0.3511850470626782
0.4191402589329726,0.08338755200650838,1.4501496512390375e-05,0.28510595472903133,0.43869654501060595,0.3511850470626782
0.4191292949878993,0.08686334968417,1.6880845279445703e-05,0.28510590243057227,0.43749232166488583,0.3511850470626782
0.41905436640248434,0.08577752420018958,1.7015713121882057e-05,0.2851058645016734,0.4379169746258976,0.3511850470626782
0.4190930696151858,0.07879580073247319,1.4372346201195757e-05,0.2851058662674566,0.4365545220274712,0.3511850470626782
0.41910305944777054,0.08008498189632808,1.571452089129593e-05,0.28510584906899356,0.4345722387150566,0.3511850470626782
0.4190489508211112,0.08945391956967289,1.6276801487234245e-05,0.28510586973610785,0.43773833571012016,0.3511850470626782
0.41905835560170557,0.08286732252734509,1.65757543868115e-05,0.2851058768812911,0.4379387436824931,0.3511850470626782
0.4316093595806672,0.03147131084852796,1.5141940485658112e-05,0.3361015289515063,0.45755190126686646,0.3511962836771286
0.41910617403568984,0.07780187362683263,1.5969951543496723e-05,0.2851058997196665,0.43433765479867226,0.3511850470626782
0.4190967604572071,0.0141116798148993,1.6001631065837964e-05,0.2851059181606053,0.4372778036428846,0.3511850470626782
0.4190956086541137,0.07975154978156479,1.6160927959438794e-05,0.2851058776837439,0.43796244132548434,0.3511850470626782
0.4190982660495796,0.07706844359528486,1.65892876728822e-05,0.28510588739809034,0.437985838773638,0.3511850470626782
0.41906544709077115,0.09124068560818577,1.5753653405804543e-05,0.2851058947670004,0.43812927377688904,0.3511850470626782
0.41907999089874637,0.08863068700114646,1.556976649562176e-05,0.28510588426974776,0.43809285487087235,0.3511850470626782
0.4190826578119566,0.09491786297554526,1.532436272893753e-05,0.2851058868423429,0.43747184012147167,0.3511850470626782
0.4190910645995515,0.03177009798157223,1.5181027041891029e-05,0.285105889030468,0.43809928771776546,0.3511850470626782
0.4190845840941635,0.0791570222974777,1.605267777692329e-05,0.28510588312202956,0.4378901773634418,0.3511850470626782
0.4190853447290279,0.08985001783436866,1.555071013103909e-05,0.2851058823008681,0.44854457946534865,0.3511850470626782
0.36392484515426965,0.01558508760388741,1.5872448801150242e-05,0.2851059001515026,0.4380275911202337,0.35242288404227545
0.4190806799709797,0.08395574872439977,1.5596724149775407e-05,0.2851058837776004,0.4378170646514427,0.3511850470626782
0.4190852408770618,0.04566236356539048,1.5250007122722606e-05,0.2851058855584681,0.43799537635704816,0.3511850470626782
0.419081343411436,0.07939367799744704,1.5723726640304952e-05,0.285105883558739,0.43784287752013407,0.3511850470626782
0.37080872231755035,0.0,0.0,0.2851058912435688,0.43779965486359684,0.35172144065738087
0.37080872231755035,0.0,0.0,0.2851058912435688,0.43779965486359684,0.35172144065738087
0.41908673057383106,0.05215678424811123,1.5706752028736703e-05,0.2851058865068993,0.4389826598280396,0.3511850470626782
0.41908539250434307,0.05324223099081367,1.5719935633992957e-05,0.2851058852555214,0.43933043770684854,0.3511850470626782
0.4190846147861567,0.05421436606480644,1.5678009747984624e-05,0.28510588558931704,0.4393071434379482,0.3511850470626782
0.4190871155853356,0.06489016786169263,1.5707786788542192e-05,0.2851058937100931,0.43882477381117413,0.3511850470626782
0.4190827432064651,0.08714676353846305,1.5728868488071362e-05,0.2851058931312118,0.43791102946172544,0.3511850470626782
0.4190481689596171,0.025686135506371912,1.567009106894968e-05,0.2851058896387033,0.439223990892359,0.3511850470626782
0.41810626554592967,0.056306836812287576,1.560423807224463e-05,0.28510588906044976,0.43803515163009843,0.3511850470626782
0.41823699707548745,0.060235936333479775,1.5707641447527863e-05,0.2851058907646579,0.43775233964816773,0.3511850470626782
0.41907831180341126,0.12851470790839573,1.569242538138937e-05,0.29774675674812506,0.4381070669061898,0.35137730236495146
0.41907831180341126,0.12851470790839573,1.569242538138937e-05,0.29774675674812506,0.4381070669061898,0.35137730236495146
0.4181707217624745,0.07036291718571075,1.5676860988434076e-05,0.28510588955265065,0.4379656907394452,0.3511850470626782
0.4190817687722838,0.06194364088045599,1.5732597846137218e-05,0.28510588858906527,0.44009808485105306,0.3511850470626782
0.41907637173284196,0.07061843932327269,1.5687959934410055e-05,0.28510589144320003,0.43792401203662745,0.3511850470626782
0.4189917115988707,0.06840529618665667,1.5691314273769643e-05,0.2851058884883348,0.43836194868738865,0.3511850470626782
0.4186821990500947,0.07153095146455267,1.571384560082242e-05,0.28510588920799973,0.43838970466934535,0.3511850470626782
0.4120038100704687,0.06370884355413028,1.569950197094408e-05,0.28510588844817003,0.438062873988474,0.351304664710144
0.4120038100704687,0.06370884355413028,1.569950197094408e-05,0.28510588844817003,0.438062873988474,0.351304664710144
0.4115413644307255,0.06710570890995891,1.5701069241222017e-05,0.2851058884925199,0.4381072723614007,0.351304664710144
0.3702530053742217,0.061514792361360406,1.5699389961387397e-05,0.28510588859996766,0.4383159360648333,0.35120169395505635
0.41202556473501545,0.06678277356056476,1.5620218838883683e-05,0.2851058887803125,0.43806484327343415,0.351304664710144
0.4131511201227993,0.06772252391723067,1.5700536715670434e-05,0.28510588880711407,0.43845360840788894,0.351304664710144
0.3624300878498029,0.07449838631405047,1.565591006727209e-05,0.28510588933588,0.43881247910144355,0.35242288404227545
