g1,g2,g3,g4,g5,f1
0.21932075915728333,0.9975376064951103,0.5095262936764645,0.09090941217379389,0.04711637542473457,0.7988969417019323
0.21932075915728333,0.9975376064951103,0.5095262936764645,0.09090941217379389,0.04711637542473457,0.7988969417019323
0.21932075915728333,0.9975376064951103,0.5095262936764645,0.09090941217379389,0.04711637542473457,0.7988969417019323
0.21578309384360492,1.0,0.5098253026973477,0.33708386007291385,0.026303562157255215,0.8028313388352633
0.21578309384360492,1.0,0.5098253026973477,0.33708386007291385,0.026303562157255215,0.8028313388352633
0.21578309384360492,1.0,0.5098253026973477,0.33708386007291385,0.026303562157255215,0.8028313388352633
0.21578309384360495,1.0,0.5098253026973477,0.33708386007291385,0.02630356215725521,0.8028313388352633
0.21578309384360495,1.0,0.5098253026973477,0.33708386007291385,0.026303562157255215,0.8028313388352633
0.28058406773477895,1.0,0.49536582038897664,0.20202320939984342,0.0,0.8032747939293967
0.2203473945731981,1.0,0.6565069451750465,0.29757763148439353,0.1634656973102067,0.8029317898706132
0.22564153281375318,0.9973892041479675,0.5098984042029153,0.07864619843284891,0.04711637542473457,0.8021793411326053
0.22088599149065102,0.9977994083868931,0.6073205350014969,0.33215802441814957,0.05175088095726811,0.8017663497393833
0.22088599149065102,0.9977994083868931,0.6073205350014969,0.33215802441814957,0.05175088095726811,0.8017663497393833
0.22088599149065102,0.9977994083868931,0.6073205350014969,0.33215802441814957,0.05175088095726811,0.8017663497393833
0.2399712302663466,0.9401544927311889,0.4401870672511515,0.15734215626828038,0.01578307618317295,0.802672620534473
0.22088599149065105,0.9977994083868931,0.6073205350014969,0.33215802441814957,0.05175088095726812,0.8017663497393833
0.22088599149065105,0.9977994083868931,0.6073205350014969,0.33215802441814957,0.05175088095726811,0.8017663497393833
0.22088599149065105,0.9977994083868931,0.6073205350014969,0.33215802441814957,0.05175088095726811,0.8017663497393833
0.22088599149065105,0.9977994083868931,0.6073205350014969,0.33215802441814957,0.05175088095726811,0.8017663497393833
0.22088599149065105,0.9977994083868931,0.6073205350014969,0.33215802441814957,0.05175088095726811,0.8017663497393833
0.24663568922620832,0.9079540987383117,0.6276932670024313,0.3413704637536835,0.03266070366913873,0.8056972326465246
0.14214686663504045,0.9912226061650731,0.528353907437111,0.28858248648988993,0.018420759183380264,0.8021674542938181
0.12833209085479186,0.9895145024566905,0.4463628806672357,0.258707792856357,0.04477951967151766,0.8066148234707619
