g1,g2,g3,g4,g5,f1
0.9240979851889966,0.7951811887255078,0.7239484962247935,0.15425220961461686,0.8837209480223523,0.16411238345959558
0.6731805102170167,0.08292899984238263,0.23267043101780116,0.728269689326077,0.8298747663150611,0.18195018110184602
0.08669196648463284,0.10295284624894471,0.2811256056956159,0.02562168842071989,0.8741044987079816,0.20498201367751973
0.5781802416673132,0.09009174493061393,0.5968040499591782,0.6896645161503522,0.9904833889944139,0.2043336562255873
0.2864424340735753,0.10718086881232183,0.5053444825505151,0.17501809935102702,0.9747481112754202,0.20310746499642765
0.2090922850059888,0.08372669343517826,0.32545161851901827,0.01283792226443676,1.0,0.2057731854577538
0.1176218466485734,0.10205350442201688,0.848186273723285,0.18169664995624363,0.8817613318473676,0.20860048309593018
0.0,0.08003521377417129,0.38171492014983155,0.1055691761554873,1.0,0.2047713821961908
0.0,0.10167092535393595,0.3814930769888508,0.05405515549114434,1.0,0.2047713821961908
0.0873971823349958,0.10602380194569407,0.3523854327714517,0.08146874058231354,0.9859256952955073,0.20928988640546403
0.0873971823349958,0.10602380194569407,0.3523854327714517,0.08146874058231354,0.9859256952955073,0.20928988640546403
0.0873971823349958,0.10602380194569407,0.3523854327714517,0.08146874058231354,0.9859256952955073,0.20928988640546403
0.03893167623670417,0.09543273573693824,0.4275335994020258,0.14768075769589678,1.0,0.20965565804292452
0.03893167623670417,0.09543273573693824,0.4275335994020258,0.14018810454731503,1.0,0.20965565804292452
0.03893167623670417,0.09543273573693824,0.4275335994020258,0.14018810454731503,1.0,0.20965565804292452
0.08741463495802942,0.0953487979797156,0.5591493282835899,0.1582935075175023,1.0,0.20990600439362161
0.08741463495802942,0.0953487979797156,0.45226236953440085,0.1582935075175023,1.0,0.21012668187348477
0.08741463495802942,0.0953487979797156,0.5591493282835899,0.1582935075175023,1.0,0.20990600439362161
0.09964142355068936,0.09316859707671801,0.19138976068404173,0.07828829365740059,0.9954973573444683,0.2091634243819457
0.03903139158114642,0.09527272883250056,0.3848483095822669,0.12544137897978963,1.0,0.20944382244826804
0.09964142355068936,0.093168597076718,0.19138976068404173,0.07828829365740059,0.9954973573444682,0.2091634243819457
0.09964142355068936,0.093168597076718,0.19138976068404176,0.07828829365740059,0.9954973573444682,0.2091634243819457
0.09964142355068936,0.07965082330809946,0.19138976068404173,0.07828829365740059,0.9954973573444682,0.2091634243819457
0.12823726236862593,0.09699370604896279,0.16289779430163343,0.12392290480895113,0.8497856354954275,0.213650485263855
0.09450184857889021,0.08359751926572875,0.20065697640143218,0.07690207174371909,0.9962230309464818,0.20935419632598537
0.09450184857889021,0.08359751926572875,0.20065697640143218,0.07690207174371909,0.9962230309464818,0.20935419632598537
