drill,hole,ultrasonic_mse,ground_truth,adaptive_threshold
drill_4mm_20_batch_03_collet_1_13-02-2025,3,0.005854861,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,4,0.00023777134,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,5,7.1160866e-05,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,6,4.707798,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,7,3.138721,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,8,3.004617,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,9,2.602972,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,10,4.898113,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,11,3.759405,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,12,4.0865602,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,13,14.40153,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,14,2.8175175,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,15,4.880047,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,16,5.561663,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,17,5.6812553,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,18,3.9271762,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,19,2.7456682,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,20,3.6785853,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,21,2.917468,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,22,2.9993532,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,23,5.5728173,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,24,6.9377756,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,25,3.8433769,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,26,4.4675746,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,27,1.9799551,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,28,3.318439,0,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,29,6.3142104,1,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,30,3.5869238,1,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,31,8.121984,1,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,32,4.15799,1,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,33,21.163588,1,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,34,3.3227255,1,0.008540878
drill_4mm_20_batch_03_collet_1_13-02-2025,35,12.5916395,1,0.008540878
drill_4mm_21_batch_02_collet_2_14-02-2025,1,0.00022866373,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,2,0.00025888177,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,3,0.0026993284,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,4,0.03120797,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,5,0.009464896,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,6,0.72727764,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,7,3.4686015,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,8,4.376275,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,9,5.034026,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,10,4.70514,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,11,5.00362,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,12,3.6169593,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,13,26.187723,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,14,5.3028626,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,15,2.4107964,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,16,2.3587253,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,17,5.695849,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,18,3.5403054,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,19,3.1904638,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,20,2.8092961,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,21,2.8727305,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,22,13.983696,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,23,4.854812,0,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,24,24.996265,1,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,25,4.432334,1,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,26,27.774021,1,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,27,4.7113757,1,0.030773109
drill_4mm_21_batch_02_collet_2_14-02-2025,28,16.567764,1,0.030773109
drill_4mm_22_batch_03_collet_2_14-02-2025,1,4.462486e-06,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,2,6.0086637e-05,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,3,0.008171928,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,4,0.011019878,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,5,9.163436e-05,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,6,0.77302045,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,7,1.7273176,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,8,2.126562,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,9,2.75851,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,10,3.1209753,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,11,2.4053683,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,12,3.2795653,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,13,1.5821555,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,14,2.5063689,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,15,2.4539135,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,16,5.289786,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,17,9.022625,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,18,8.540648,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,19,9.446498,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,20,7.633451,0,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,21,12.758165,1,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,22,22.938982,1,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,23,21.843689,1,0.010962919
drill_4mm_22_batch_03_collet_2_14-02-2025,24,24.035748,1,0.010962919
drill_4mm_23_batch_01_collet_2_14-02-2025,1,1.4821327e-06,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,2,0.00090451154,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,3,0.009193161,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,4,0.013852562,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,5,7.2078816e-05,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,6,3.8193755,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,7,2.6377583,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,8,2.8577237,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,9,4.127708,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,10,4.6470456,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,11,6.9528313,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,12,7.4335704,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,13,7.1423383,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,14,9.71829,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,15,9.417785,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,16,8.446605,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,17,7.594889,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,18,7.774955,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,19,6.611586,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,20,7.240867,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,21,8.615616,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,22,8.307778,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,23,6.281776,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,24,5.528528,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,25,5.8339067,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,26,24.608366,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,27,8.288439,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,28,15.923695,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,29,10.589305,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,30,9.365802,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,31,7.1559944,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,32,11.241964,0,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,33,41.23955,1,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,34,11.024927,1,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,35,9.632422,1,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,36,16.062836,1,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,37,14.943284,1,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,38,19.422453,1,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,39,16.04638,1,0.013759374
drill_4mm_23_batch_01_collet_2_14-02-2025,40,7.219579,1,0.013759374
