drill,hole,prob_xgb,label_real,threshold_xgb
drill_4mm_14_batch_01_collet_1_06-02-2025,1,0.023321008,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,2,0.0006490895,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,3,0.0009859129,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,4,0.0016691588,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,5,0.0019541662,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,6,0.00056635076,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,7,0.0034983763,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,8,0.009708972,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,9,0.083121456,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,10,0.21050803,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,11,0.012442421,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,12,0.011832736,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,13,0.8527398,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,14,0.7805564,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,15,0.008922623,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,16,0.08749376,0,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,17,0.16533518,1,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,18,0.023902822,1,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,19,0.28199953,1,0.1
drill_4mm_14_batch_01_collet_1_06-02-2025,20,0.013987235,1,0.1
drill_4mm_15_batch_01_collet_1_06-02-2025,1,0.008044032,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,2,0.013210067,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,3,0.0071803215,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,4,0.9967602,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,5,0.31833974,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,6,0.004639538,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,7,0.88538814,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,8,0.16704774,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,9,0.96005774,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,10,0.20959209,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,11,0.017306825,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,12,0.013835853,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,13,0.04731247,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,14,0.5033368,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,15,0.046295784,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,16,0.45611092,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,17,0.34275252,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,18,0.39121568,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,19,0.41003937,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,20,0.23350462,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,21,0.31366757,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,22,0.15312943,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,23,0.2464996,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,24,0.07358304,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,25,0.07739609,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,26,0.4077928,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,27,0.09296269,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,28,0.06613388,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,29,0.045464132,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,30,0.045593973,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,31,0.80040294,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,32,0.12307445,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,33,0.17650415,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,34,0.021570554,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,35,0.13322629,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,36,0.7791103,0,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,37,0.7811265,1,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,38,0.94405806,1,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,39,0.9751686,1,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,40,0.84428424,1,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,41,0.31138557,1,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,42,0.40995237,1,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,43,0.9687609,1,0.9831917881965637
drill_4mm_15_batch_01_collet_1_06-02-2025,44,0.21558426,1,0.9831917881965637
drill_4mm_17_batch_01_collet_1_06-02-2025,1,0.91707313,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,2,0.007237744,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,3,0.0023635083,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,4,0.0018352056,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,5,0.00081021595,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,6,0.0005876564,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,7,0.0019406427,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,8,0.0033805717,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,9,0.6624165,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,10,0.12409413,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,11,0.0013011866,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,12,0.033088047,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,13,0.8829732,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,14,0.6550166,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,15,0.86406523,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,16,0.11825294,0,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,17,0.7709621,1,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,18,0.5867166,1,0.898876428604126
drill_4mm_17_batch_01_collet_1_06-02-2025,19,0.21855953,1,0.898876428604126
drill_4mm_19_batch_02_collet_1_13-02-2025,1,0.002376113,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,2,0.0014161086,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,3,0.0024872203,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,4,0.00406088,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,5,0.014105827,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,6,0.0033824746,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,7,0.0042136866,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,8,0.012925217,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,9,0.0027012534,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,10,0.96934164,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,11,0.1304609,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,12,0.12408846,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,13,0.06872714,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,14,0.48546296,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,15,0.12439031,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,16,0.81494457,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,17,0.7412389,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,18,0.72078437,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,19,0.72378457,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,20,0.6751105,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,21,0.7937976,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,22,0.9275625,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,23,0.7996666,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,24,0.49505442,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,25,0.9207111,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,26,0.7115849,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,27,0.8072018,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,28,0.61403126,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,29,0.53870744,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,30,0.516965,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,31,0.94603866,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,32,0.69516283,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,33,0.8544679,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,34,0.86572844,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,35,0.64912075,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,36,0.87512326,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,37,0.7673943,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,38,0.6704514,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,39,0.9645104,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,40,0.63132674,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,41,0.8590048,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,42,0.6615256,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,43,0.93198097,0,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,44,0.66402525,1,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,45,0.40992993,1,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,46,0.48435426,1,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,47,0.6929728,1,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,48,0.4987545,1,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,49,0.9959825,1,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,50,0.9331465,1,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,51,0.97419566,1,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,52,0.37240133,1,0.1
drill_4mm_19_batch_02_collet_1_13-02-2025,53,0.3325929,1,0.1
drill_4mm_20_batch_03_collet_1_13-02-2025,1,0.005432781,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,2,0.006106918,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,3,0.00091636874,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,4,0.050928857,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,5,0.7678439,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,6,0.58224857,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,7,0.8340543,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,8,0.7388491,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,9,0.1736234,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,10,0.10045022,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,11,0.6802379,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,12,0.90113074,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,13,0.43740553,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,14,0.021653539,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,15,0.07971535,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,16,0.41424537,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,17,0.018188177,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,18,0.13127285,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,19,0.5534384,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,20,0.36356053,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,21,0.0072660306,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,22,0.2516673,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,23,0.049381346,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,24,0.15500546,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,25,0.1985546,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,26,0.48269957,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,27,0.042703334,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,28,0.16719721,0,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,29,0.051957756,1,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,30,0.3030497,1,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,31,0.80761826,1,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,32,0.6440857,1,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,33,0.9503729,1,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,34,0.51792014,1,0.7535055875778198
drill_4mm_20_batch_03_collet_1_13-02-2025,35,0.2696733,1,0.7535055875778198
drill_4mm_21_batch_02_collet_2_14-02-2025,1,0.0020485295,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,2,0.0038226438,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,3,0.0043929955,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,4,0.004469982,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,5,0.0072592096,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,6,0.0019855618,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,7,0.001504248,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,8,0.0015391427,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,9,0.009401246,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,10,0.015846848,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,11,0.07330437,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,12,0.005963485,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,13,0.41122013,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,14,0.04744688,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,15,0.0014342743,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,16,0.0018806743,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,17,0.0017242341,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,18,0.0039682155,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,19,0.003148346,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,20,0.0022921916,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,21,0.0020692449,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,22,0.81638855,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,23,0.041649047,0,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,24,0.62962395,1,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,25,0.0053465767,1,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,26,0.20186329,1,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,27,0.1569803,1,0.1
drill_4mm_21_batch_02_collet_2_14-02-2025,28,0.029392486,1,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,1,0.0027195197,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,2,0.017422685,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,3,0.0031912436,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,4,0.0031290445,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,5,0.003286755,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,6,0.0021436482,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,7,0.009971347,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,8,0.024705892,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,9,0.019750616,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,10,0.016951935,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,11,0.03256184,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,12,0.01655646,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,13,0.06781741,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,14,0.13610013,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,15,0.04560254,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,16,0.018254962,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,17,0.007154618,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,18,0.006899671,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,19,0.008222399,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,20,0.008836298,0,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,21,0.02050504,1,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,22,0.8933858,1,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,23,0.48776472,1,0.1
drill_4mm_22_batch_03_collet_2_14-02-2025,24,0.14618504,1,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,1,0.0023018925,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,2,0.0036048563,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,3,0.0035804915,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,4,0.0033783957,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,5,0.01720668,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,6,0.17539844,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,7,0.1720401,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,8,0.13514808,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,9,0.12931892,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,10,0.026463784,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,11,0.024928655,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,12,0.07153412,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,13,0.06134442,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,14,0.028257206,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,15,0.042632718,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,16,0.082876384,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,17,0.06917026,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,18,0.11726787,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,19,0.102077134,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,20,0.14230448,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,21,0.1635986,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,22,0.09621359,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,23,0.13112935,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,24,0.22202338,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,25,0.3594659,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,26,0.9649858,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,27,0.91200286,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,28,0.9407346,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,29,0.27230215,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,30,0.06001787,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,31,0.0668457,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,32,0.10520382,0,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,33,0.8527427,1,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,34,0.8646806,1,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,35,0.6273178,1,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,36,0.41357085,1,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,37,0.043982737,1,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,38,0.036990877,1,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,39,0.98366076,1,0.1
drill_4mm_23_batch_01_collet_2_14-02-2025,40,0.30813047,1,0.1
